REIG	The Reigate Puzzle: A Lawyerly Annotated Edition	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2748734
NORW	Smoking Out the 'Norwood Builder': A Bibliography and Search for an Early Booklet	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2607310
NORW	The Adventure of the Norwood Builder: A Lawyerly Annotated Edition	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2597834
